Type,Name,Latitude,Longitude
Schools,Husum Skole,55.70556205,12.473552866666665
Schools,Vibenshus Skole,55.70876697142857,12.579039971428571
Schools,Mørkhøj Skole,55.72367173714286,12.468560494285715
Schools,Niels Steensens Gymnasium,55.707945008695646,12.566551117391304
Schools,Danmarks Medie- og Journalisthøjskole,55.723117841176474,12.541789317647059
Schools,Skolen i Peter Vedels Gade,55.665830808333325,12.593276158333332
Schools,Sluseholmen Skole,55.65547401818181,12.554929872727271
Schools,Bavnehøj Skole,55.65737131578947,12.535785263157894
Schools,Lundehusskolen,55.71802543636364,12.54559049090909
Restaurants,Nørrebro Bryghus Restaurant,55.6902172,12.5639074
Restaurants,Ingolfs Kaffebar,55.6501334,12.6119742
Restaurants,Rio Bravo,55.6742501,12.5730625
Restaurants,Sticks'n'Sushi,55.6697106,12.5547131
Restaurants,Viet Nam Nam,55.6856353,12.5376527
Restaurants,Kafe Kapers,55.7050842,12.5768017
Restaurants,Wagamama,55.6722759,12.5690757
Restaurants,Il Ponte,55.6765807,12.5718891
Restaurants,Wining & Dining,55.6797762,12.5754143
Restaurants,Ristorante Amalfi,55.679433,12.575349
Restaurants,Peder Oxe,55.6796537,12.5759776
Restaurants,Bøf & Ost,55.6795485,12.575953
Restaurants,Cafe Victor,55.6807127,12.5832761
Restaurants,Madklubben Grill,55.6803781,12.5804521
Restaurants,La Vecchia Signora,55.6809107,12.5824969
Restaurants,L'Alsace,55.6807191,12.5828713
Restaurants,Mama Rosa,55.6790105,12.5805759
Restaurants,Jensen's Bøfhus Axeltorv,55.6763037,12.5644933
Restaurants,La Galette,55.6778757,12.5695321
Restaurants,L'education Nationale,55.678228,12.569743
Restaurants,Dubrovnik,55.6781715,12.5680739
Restaurants,Jensen's Bøfhus,55.6733149,12.5616617
Restaurants,Deep,55.666871,12.597726
Restaurants,Rimini,55.6681601,12.5971417
Restaurants,Krog's Fiskerestaurant,55.6777413,12.5785538
Restaurants,Ankara,55.6811269,12.5741096
Restaurants,Eros,55.6793725,12.5752015
Restaurants,Nova,55.6791314,12.573758
Restaurants,Shahi,55.6787069,12.5727364
Restaurants,Hong Cheng,55.7089635,12.5754032
Restaurants,Safir Kebab,55.690498,12.5441844
Restaurants,Els,55.6809684,12.5878215
Restaurants,Zeleste,55.6809061,12.5883161
Restaurants,Italiano,55.6792833,12.5738811
Restaurants,Wok On,55.6780529,12.5803408
Restaurants,Restaurant Jacobsen,55.6826871,12.5745415
Restaurants,Marv & Ben,55.6772838,12.5769463
Restaurants,Le Basilic,55.6719106,12.5562393
Restaurants,Apropos,55.6707876,12.5610473
Restaurants,Ban Gaw,55.6690839,12.5573535
Restaurants,Porn-Sak,55.6692654,12.5577022
Restaurants,Beijing,55.6770342,12.5703318
Restaurants,Flora's Steakhouse,55.6733045,12.5596734
Restaurants,La Fiesta Mexicana,55.6732568,12.5452292
Restaurants,Akropolis,55.6843632,12.5515978
Restaurants,Nyu Sakura,55.6841005,12.5514227
Restaurants,Radio,55.6819882,12.5543323
Restaurants,Nytorv,55.67721,12.5736687
Restaurants,Zafran,55.6873787,12.5595118
Restaurants,Salt,55.6820201,12.5941964
Restaurants,Café Le perr Valby,55.666523,12.5150828
Restaurants,Hotel Fy & Bi,55.6664428,12.5145524
Restaurants,Pintxos,55.6844442,12.5660522
Restaurants,Altopalato,55.7360678,12.5738669
Restaurants,Le Saint Jacques,55.7034223,12.5779306
Restaurants,Sushi Nørregade,55.6818262,12.5712029
Restaurants,Sticks'N'Sushi,55.6841991,12.5647608
Restaurants,Cafe Munk,55.6843897,12.5673006
Restaurants,Restaurant Koefoed,55.6829182,12.5854059
Restaurants,Cantina,55.6823201,12.5841755
Restaurants,Allegade 10,55.6760001,12.533217
Restaurants,Kreta III,55.6919588,12.4838727
Restaurants,Chaophraya,55.6931331,12.5071737
Restaurants,Sticks'N'Sushi Valby,55.6658044,12.513765
Restaurants,Kebabish,55.6731288,12.5604195
Restaurants,Den Lille Fede,55.6821848,12.5856599
Restaurants,Restaurant Vita,55.6826427,12.5860671
Restaurants,Hereford Steak,55.6827296,12.5865208
Restaurants,Royal Garden,55.6841125,12.5856999
Restaurants,El Viejo Mexico,55.6844872,12.5876301
Restaurants,,55.6407715,12.6522667
Restaurants,Bindia,55.6986522,12.5761933
Restaurants,Sliders,55.6871479,12.5621297
Restaurants,Vestauranten,55.6695947,12.5646074
Restaurants,Hebron,55.6726211,12.5607845
Restaurants,Godt,55.6822476,12.5827205
Restaurants,Chili's,55.6345603,12.5885828
Restaurants,Ny Zi Yang,55.7514077,12.5193213
Restaurants,Aristo,55.6692418,12.5791679
Restaurants,Temporada Tapasbodega,55.6844488,12.5541773
Restaurants,Tribeca NV,55.7062497,12.5343603
Restaurants,Ricemarket,55.6828339,12.5744665
Restaurants,Kreta,55.6934573,12.547615
Restaurants,Restaurant Klubben,55.6711195,12.5457687
Restaurants,Bjælkehuset,55.6670575,12.5253346
Restaurants,Hjem Sushi,55.6619369,12.5192664
Restaurants,SAS klubben,55.6333187,12.6384621
Restaurants,La Sirena,55.7535076,12.5711537
Restaurants,Romarin,55.6962411,12.5736203
Restaurants,Nimb Brasserie,55.6735634,12.5666399
Restaurants,Hard Rock Cafe,55.6766219,12.5690951
Restaurants,Famo 51,55.6742769,12.5503465
Restaurants,Famo,55.6723741,12.5506713
Restaurants,Kareten,55.6647417,12.599422
Restaurants,La Buca degli Artisti,55.6932938,12.5117591
Restaurants,Spiseloppen,55.6739921,12.5972675
Restaurants,Morgenstedet,55.6737546,12.6031876
Restaurants,Thai Lanna,55.7390862,12.5767233
Restaurants,Iki Sushi,55.7021553,12.5827876
Restaurants,Kiin Kiin,55.6918479,12.5573009
Restaurants,La Neta,55.6692157,12.5530946
Restaurants,Je t’aime,55.6653161,12.5576571
Restaurants,Mae Pen,55.6969787,12.5458449
Restaurants,Scarpetta,55.6854535,12.5522738
Restaurants,Ravelinen,55.6703637,12.5957099
Restaurants,Letz Sushi Christianshavn,55.6735371,12.591952
Restaurants,Asador,55.6723928,12.5900587
Restaurants,Cofoco,55.6718039,12.5583805
Restaurants,Les trois cochons,55.6737032,12.550029
Restaurants,Vespa,55.6857251,12.5890942
Restaurants,Tony's,55.6780986,12.5917974
Restaurants,Madklubben Bistro de luxe,55.684161,12.5877522
Restaurants,MASH Steakhouse Bredgade,55.6817859,12.5883393
Restaurants,Taormina,55.6985159,12.5811113
Restaurants,Ponte Vecchio,55.6656284,12.5754894
Restaurants,Hatoba,55.6684525,12.5792029
Restaurants,Sticks 'n' sushi,55.6905436,12.5755799
Restaurants,Restaurant Shezan,55.6709081,12.5585764
Restaurants,Domhusets Smørrebrød,55.6767843,12.5720495
Restaurants,Harbour Grill,55.680806,12.588025
Restaurants,Nyhavn 17,55.6805239,12.5891305
Restaurants,Told & snaps,55.6799914,12.5917501
Restaurants,La Sirène,55.67981,12.5918566
Restaurants,Café Petersborg,55.6873553,12.5929855
Restaurants,Bistro Boheme,55.6873169,12.5912553
Restaurants,Kokkeriet,55.6875403,12.5850836
Restaurants,A Hereford Beefstouw,55.6748243,12.5661037
Restaurants,Restaurant Grønnegade,55.6816089,12.5832999
Restaurants,Pastis,55.6825061,12.582179
Restaurants,Sole D Italia,55.6799188,12.5764619
Restaurants,Le Pavé,55.6797205,12.5754643
Restaurants,Giin Khao,55.6663991,12.5982718
Restaurants,Restaurant Viva,55.6703413,12.5803577
Restaurants,Susu Sushi,55.691122,12.556225
Restaurants,Letz Sushi,55.690407,12.559709
Restaurants,Restaurant Long Feng,55.6718729,12.5920754
Restaurants,Christianshavns Færgecafé,55.6754822,12.5924697
Restaurants,Mother,55.6685053,12.5576615
Restaurants,Cafe Lindevang,55.6792148,12.512732
Restaurants,Kate`s Joint,55.6869993,12.558727
Restaurants,Address,55.7259303,12.5864534
Restaurants,Kirin Sushi,55.6579458,12.4728798
Restaurants,Restaurant Lynetten,55.6891576,12.6185022
Restaurants,Oysters & Grill,55.6928738,12.551605
Restaurants,La Rocca,55.6847357,12.5661151
Restaurants,Höst,55.6832824,12.5661022
Restaurants,Yuan Hong,55.7131196,12.5738763
Restaurants,Spuntino,55.6727576,12.5521715
Restaurants,Restaurant Maven,55.678578,12.5815308
Restaurants,Magasasa,55.6723586,12.5630101
Restaurants,La Petanque,55.683478,12.567996
Restaurants,Søpromenaden,55.697735,12.578279
Restaurants,Aamanns Etablissement,55.6899665,12.5750967
Restaurants,Under Uret,55.6896143,12.5750925
Restaurants,Stue 11,55.6886663,12.5730861
Restaurants,Phønix,55.6823983,12.5736627
Restaurants,Sporvejen,55.679453,12.575676
Restaurants,Jensens Mad,55.628897,12.6232304
Restaurants,Nakorn Thai,55.6862276,12.5891791
Restaurants,Restaurant M,55.6834973,12.5871782
Restaurants,Rebel,55.6832778,12.5869911
Restaurants,The Red Box,55.6829652,12.586713
Restaurants,Trattoria Fiat,55.6813679,12.5858844
Restaurants,Lumskebugten,55.6883845,12.5980095
Restaurants,Den Kinesiske Mur,55.6455082,12.6149633
Restaurants,China Vietnam House,55.631949,12.4887589
Restaurants,Absolut Sushi,55.6321246,12.4890164
Restaurants,Barshu,55.6679838,12.5967108
Restaurants,Cafe Gl. Torv,55.6780117,12.5714461
Restaurants,Nyhavns Hereford House,55.6800695,12.5907903
Restaurants,Skindbuksen,55.6797421,12.5844793
