Type,Name,Longitude,Latitude
Restaurants,Vital Foods,12.5789259,55.6805311
Restaurants,Saigon 45,12.4590299,55.6792858
Restaurants,WaSai Asian Restaurant,12.5571894,55.7191077
Restaurants,Pauli,12.5379050,55.6517111
Restaurants,Hanzo Frederiksberg,12.5276890,55.6832710
Restaurants,Mamak,12.5243186,55.6841075
Restaurants,Kolumbia,12.5924185,55.6716883
Restaurants,Katsura Herlev,12.4385720,55.7252150
Restaurants,Kaburgaci Tahsin Usta,12.4742426,55.7115709
Restaurants,Kappo Andō,12.5793606,55.6953569
Restaurants,Aroiidee,12.5572129,55.6918749
Restaurants,Kiyosaki Frederiksberg,12.5374583,55.6845305
Restaurants,Zen Dimsum & Sushi,12.5317898,55.6787464
Restaurants,Taigoo,12.5345698,55.6815545
Restaurants,Restaurant Ansvar,12.5737212,55.6695244
Restaurants,Restaurant Nordbo,12.5737856,55.6695724
Restaurants,Bombay bistro,12.5724902,55.6812988
Restaurants,Beaucoup Fish,12.5469695,55.6675856
Restaurants,Kokkefars Køkken,12.5171160,55.7329812
Restaurants,Maupa,12.5868902,55.6831423
Restaurants,Restaurant Le Gourmand,12.5693851,55.6791811
Restaurants,Saji,12.5698571,55.6788080
Restaurants,Level six Restaurant,12.5717122,55.6837980
Restaurants,Lundgren VIP 2 Vin & Tapas,12.5777549,55.6833541
Restaurants,Dhaba,12.5663591,55.6760760
Restaurants,Lun,12.5606540,55.6728689
Restaurants,Goldie,12.5544934,55.6883690
Restaurants,Zio & Nonna,12.5910248,55.6961180
Restaurants,Ripotot,12.5872090,55.6834822
Restaurants,JuJu,12.5750047,55.6898535
Restaurants,Mela,12.5045003,55.6558432
Restaurants,Restaurant Chili,12.5746729,55.6760980
Restaurants,La Place,12.5650607,55.6727327
Restaurants,Sensu Sushi,12.5689088,55.6178115
Restaurants,Nachos,12.5778403,55.6304622
Restaurants,Hummerkompagniet,12.6302676,55.6616483
Restaurants,No. 27,12.6302462,55.6618512
Restaurants,Mahalle Amager,12.6294530,55.6617772
Restaurants,Grand Joanne,12.5624527,55.6735920
Restaurants,Resto Bar,12.5550178,55.6718061
Restaurants,Lamar,12.5554531,55.6735056
Restaurants,La Bodega,12.5546860,55.6721603
Restaurants,Sazio Restaurant & Vin Bar,12.5580744,55.6694360
Restaurants,Gemini,12.5583880,55.6745307
Restaurants,Al Dente,12.5997633,55.6901841
Restaurants,Gorms Nyhavn 14,12.5899481,55.6796707
Restaurants,Janice,12.5434580,55.6712092
Restaurants,Midori sushi,12.5444509,55.6714019
Restaurants,Haidan,12.5943637,55.7074316
Restaurants,Piola Pastificio,12.5482890,55.6804002
Restaurants,UMI Valby,12.5126588,55.6612346
Restaurants,Chimi,12.6097258,55.6588360
Restaurants,Olea Kitchen & Bar,12.4351509,55.6761862
Restaurants,Morgenmads Restaurant,12.6526130,55.6305734
Restaurants,Restaurant China,12.5745640,55.6818552
Restaurants,Restaurant Odette,12.5754492,55.6772045
Restaurants,Bistro Gustav,12.5683641,55.6793479
Restaurants,Magstræde 16 og 18,12.5751126,55.6763328
Restaurants,Cleo,12.5464592,55.6877976
Restaurants,KOBA Koreansk Barbeque,12.6145028,55.6464895
Restaurants,Indian Swaad,12.5723540,55.6823913
Restaurants,Lunden,12.5368145,55.6936897
Restaurants,Mexihagen,12.6034945,55.6633544
Restaurants,Madklubben,12.6037139,55.6635229
Restaurants,Restaurant Kastrup Strandpark,12.65229267222222222222222222,55.64064980555555555555555556
Restaurants,Orangeriet,12.58211935555555555555555556,55.68460415555555555555555556
Restaurants,Mazzolis,12.56820560434782608695652174,55.67448495652173913043478261
Restaurants,Mash Skovriderkroen,12.58680461923076923076923077,55.74935301923076923076923077
Restaurants,Restaurant 56 grader,12.6103327,55.68425728
Restaurants,Restaurant Kanalen,12.5931137,55.67557524
Restaurants,Restaurant Kastrupfortet,12.64021228,55.6486416
Restaurants,Charlottenlund Fort,12.58777637142857142857142857,55.74545474285714285714285714
Restaurants,Sticks n Sushi,12.63265106,55.66061888
Restaurants,Restaurant Krudtuglen,12.46676528,55.7136816
Restaurants,Grøften,12.56684569166666666666666667,55.67433089166666666666666667
Restaurants,DSR Kantine,12.58610855,55.7147670
Restaurants,Carl's Old Inn,12.46286328,55.6914642
Restaurants,Olivers Garage,12.5994511,55.76324647142857142857142857
Bus Stations,Friheden St.,12.4826907,55.6287324
Bus Stations,n/a,12.5429007,55.7453596
Bus Stations,Flintholm St.,12.4986859,55.6859951
Bus Stations,Buddinge St.,12.4943113,55.7467772
Bus Stations,Port Copenhague,12.5958280,55.7014409
Bus Stations,Flixbus,12.5654374,55.6700329
Bus Stations,Nøragersmindevej,12.58163447,55.5914446
Hospitals,n/a,12.6215270,55.6561274
Hospitals,Børneneurologisk Behandlingsklinik,12.5658320,55.7156153
Hospitals,Privathospitalet Danmark,12.5717780,55.7536114
Hospitals,Psykiatrisk akutmodtagelse,12.5217996,55.6858367
Hospitals,Psykiatrisk Center Frederiksberg,12.5209950,55.6861512
Hospitals,Akutklinik,12.5257885,55.6872847
Hospitals,Blod Bank,12.5460507,55.7383383
Hospitals,Børne- og Ungdomspsykiatrisk Center,12.5434342,55.7158717
Hospitals,Amager Hospital - Italiensvej,12.62034851,55.65509039
Hospitals,Diakonisse-stiftelsen,12.51808739285714285714285714,55.67842625
Hospitals,Gentofte Hospital,12.54680505217391304347826087,55.7384367
Hospitals,Bispebjerg Hospital,12.54081872,55.714623285
Hospitals,Hvidovre Hospital,12.46602502222222222222222222,55.64899323333333333333333333
Hospitals,Steno Diabetes Center Copenhagen,12.52641321428571428571428571,55.75577249285714285714285714
Hospitals,Rigshospitalet,12.56484704285714285714285714,55.69752517142857142857142857
Hospitals,Psykiatrisk Center Glostrup (afdeling Hvidovre),12.44133486,55.64918801
Hospitals,Psykiatrisk Center Amager,12.58598378907849829351535836,55.64332622252559726962457338
Hospitals,Amager Hospital - Hans Bogbinders Allé,12.60833514444444444444444444,55.65450875555555555555555556
Hospitals,Herlev Hospital,12.44206964130434782608695652,55.73196666304347826086956522
Hospitals,Frederiksberg Hospital,12.52292147647058823529411765,55.68672727647058823529411765
